,type,userId,caseNum,Meeting type,environment,windowMode,center position,distance,transparency,theta,phi,pitch,row,label(81-99),visual angle,favorite,scale,offset,x,y,z,rx,ry,rz,horlen,verlen
86,1,6,2,2,low,1,"[0.01378183346241713, -0.22338500618934631, 0.96799308061599731]",0.9935297700845449,0.18999671936035156,0.8156954407131423,-12.993456315542815,1.7864900942606001,-2.0076793839486795,,102.28805277914648,,0.8138944506645203,13.019034759763095,0.013781833462417126,-0.2233850061893463,0.9679930806159973,-0.020405948162078857,-0.19433492422103882,0.980722963809967,10.114332474993379,10.113178801670097
87,0,6,2,2,low,1,"[0.00000000000000000, 0.00000000000000000, 1.00000000000000000]",1.0,0.25803184509277344,-0.0,-0.0,0.0,0.0,,266.58447553789955,,0.994560718536377,0.0,0.0,0.0,1.0,0.0,0.0,1.0,21.703893229286845,12.282795198152524
88,1,6,3,1,high,0,"[-0.25920793414115906, -0.06416756659746170, 1.01330888271331787]",1.0479032023572024,0.5572435855865479,-14.348768580951315,-3.5106603662926688,6.173462449816587,16.123031379780837,,19.72715782728789,,0.3604896068572998,14.771997021295185,-0.25920793414115906,-0.0641675665974617,1.0133088827133179,0.030931146815419197,0.04447092115879059,0.998531699180603,4.364961131487959,4.519434934936787
89,0,6,3,1,high,0,"[0.00000000000000000, 0.00000000000000000, 1.00000000000000000]",1.0,0.5108013153076172,-0.0,-0.0,0.0,0.0,,266.58447553789955,,0.9321951866149902,0.0,0.0,0.0,1.0,0.0,0.0,1.0,21.703893229286845,12.282795198152524
90,1,6,3,1,high,1,"[-0.25920793414115906, -0.06416756659746170, 1.01330888271331787]",1.0479032023572024,0.5572435855865479,-14.348768580951315,-3.5106603662926688,6.173462449816587,16.123031379780837,,19.72715782728789,,0.3604896068572998,14.771997021295185,-0.25920793414115906,-0.0641675665974617,1.0133088827133179,0.030931146815419197,0.04447092115879059,0.998531699180603,4.364961131487959,4.519434934936787
91,0,6,3,1,high,1,"[0.00000000000000000, 0.00000000000000000, 1.00000000000000000]",1.0,0.5108013153076172,-0.0,-0.0,0.0,0.0,,266.58447553789955,,0.9321951866149902,0.0,0.0,0.0,1.0,0.0,0.0,1.0,21.703893229286845,12.282795198152524
92,1,6,4,2,high,0,"[-0.00283812754787505, -0.17864562571048737, 0.89883714914321899]",0.9164226837182604,0.2964177131652832,-0.18091396194154186,-11.241103061316437,9.789918367821627,-8.687299623831917,,133.3272968464613,,0.7804583311080933,11.242558778888512,-0.0028381275478750467,-0.17864562571048737,0.898837149143219,-0.1541139930486679,-0.025023626163601875,0.987736165523529,11.54329695684327,11.55019205907375
93,0,6,4,2,high,0,"[0.00000000000000000, 0.00000000000000000, 1.00000000000000000]",1.0,0.29170942306518555,-0.0,-0.0,0.0,0.0,,266.58447553789955,,0.8927841782569885,0.0,0.0,0.0,1.0,0.0,0.0,1.0,21.703893229286845,12.282795198152524
94,1,6,4,2,high,1,"[-0.00283812754787505, -0.17864562571048737, 0.89883714914321899]",0.9164226837182604,0.2964177131652832,-0.18091396194154186,-11.241103061316437,9.789918367821627,-8.687299623831917,,133.3272968464613,,0.7804583311080933,11.242558778888512,-0.0028381275478750467,-0.17864562571048737,0.898837149143219,-0.1541139930486679,-0.025023626163601875,0.987736165523529,11.54329695684327,11.55019205907375
95,0,6,4,2,high,1,"[0.00000000000000000, 0.00000000000000000, 1.00000000000000000]",1.0,0.29170942306518555,-0.0,-0.0,0.0,0.0,,266.58447553789955,,0.8927841782569885,0.0,0.0,0.0,1.0,0.0,0.0,1.0,21.703893229286845,12.282795198152524
96,1,7,1,1,low,0,"[0.41035151481628418, -0.02468097209930420, 0.78447449207305908]",0.885662319853944,0.0,27.613659278147807,-1.5968824660003236,-5.390168419959657,15.584918797858682,,30.56129637452902,,0.6196929812431335,27.659794148544524,0.4103515148162842,-0.0246809720993042,0.7844744920730591,0.6816508769989014,-0.09160471707582474,0.725920557975769,6.036428777631905,5.062810728054052
97,0,7,1,1,low,0,"[0.00000000000000000, 0.00000000000000000, 1.00000000000000000]",1.0,0.0,-0.0,-0.0,0.0,0.0,,266.58447553789955,,1.7027533054351807,0.0,0.0,0.0,1.0,0.0,0.0,1.0,21.703893229286845,12.282795198152524
98,1,7,1,1,low,1,"[0.50189286470413208, -0.01815684325993061, 1.03156423568725586]",1.1473233593661023,0.0,25.944577214287364,-0.9067660895841669,12.780368701372922,-3.0873888475154447,,33.48277870467262,,0.6196929812431335,25.96041817015548,0.5018928647041321,-0.01815684325993061,1.0315642356872559,0.3814653754234314,0.1885903924703598,0.9049407839775085,5.851118301924173,5.722457994681395
99,0,7,1,1,low,1,"[0.00000000000000000, 0.00000000000000000, 1.00000000000000000]",1.0,0.0,-0.0,-0.0,0.0,0.0,,266.58447553789955,,1.1495959758758545,0.0,0.0,0.0,1.0,0.0,0.0,1.0,21.703893229286845,12.282795198152524
100,1,7,2,2,low,0,"[0.55025875568389893, -0.12815172970294952, 0.71286273002624512]",0.9096047690580353,0.0,37.66455113363339,-8.099191789468662,12.695930266836507,13.166587741644106,,42.350126345128885,,0.6196929812431335,38.52551517813462,0.5502587556838989,-0.12815172970294952,0.7128627300262451,0.7749921679496765,0.02761787176132202,0.6313671469688416,6.997953839469844,6.051787038986424
101,0,7,2,2,low,0,"[0.00000000000000000, 0.00000000000000000, 1.00000000000000000]",1.0,0.0,-0.0,-0.0,0.0,0.0,,266.58447553789955,,1.3792150020599365,0.0,0.0,0.0,1.0,0.0,0.0,1.0,21.703893229286845,12.282795198152524
102,1,7,2,2,low,1,"[0.48716843128204346, -0.04579370096325874, 1.05922365188598633]",1.1667839938053677,0.0,24.69910636000739,-2.249310826571673,14.78400500079247,-7.0810360945892405,,31.692532443873638,,0.6196929812431335,24.801315573523315,0.48716843128204346,-0.04579370096325874,1.0592236518859863,0.2963308095932007,0.20360003411769867,0.9331318736076355,5.670261033422185,5.589254578769573
103,0,7,2,2,low,1,"[0.00000000000000000, 0.00000000000000000, 1.00000000000000000]",1.0,0.0,-0.0,-0.0,0.0,0.0,,266.58447553789955,,1.1495959758758545,0.0,0.0,0.0,1.0,0.0,0.0,1.0,21.703893229286845,12.282795198152524
